Player           Team PS GP  Min  FGM  FGA  3M  3A FTM  FTA  OR   TR   AS  ST  TO  BK  PF  DQ   PTS  TC  EJ  FF Sta +/-
gabriel,wenyen    tot PF 26  358   54  110   8  28  25   42  40   98   14   5  16  11  68   0   141   0   0   0   5   44
gafford,daniel    was  C 72 1444  285  410   0   1 107  153 155  407   68  30  65  99 170   0   677   0   0   0  53 -210
gallinari,danil   atl PF 66 1673  259  597 112 294 141  156  35  308  101  28  38  12  93   1   771   0   0   0  18  107
galloway,langst   bro SG  4   59    5   13   2   8   0    0   1    8    5   0   5   0   5   0    12   0   0   0   0    9
galloway,langst   mil SG  3   49    1   13   0   8   0    0   2   10    7   1   1   0   2   0     2   0   0   0   0  -21
galloway,langst   tot SG  7  108    6   26   2  16   0    0   3   18   12   1   6   0   7   0    14   0   0   0   0  -12
garland,darius    cle PG 68 2429  542 1173 174 454 215  241  39  224  584  88 248   7 115   2  1473   0   0   0  68  376
garrett,marcus    mia SG 12  127    5   21   1   4   2    5   9   23    7   5   2   3  16   0    13   0   0   0   0   17
garuba,usman      hou PF 24  240   19   44   5  20   5    7  21   83   17  10   6  11  28   0    48   0   0   0   2   33
garza,luka        det  C 32  388   66  147  16  49  38   61  58  100   20   9  18   6  55   1   186   0   0   0   5  -63
gay,rudy          uta SF 55 1037  157  379  70 203  62   79  55  242   56  25  47  20  95   0   446   0   0   0   1  183
george,paul       lac SF 31 1080  268  637  91 257 129  150  12  214  176  66 125  13  74   0   756   0   0   0  31   92
gibson,taj        nyk  C 52  949   86  166  15  38  42   52  88  229   32  22  27  40 137   4   229   0   0   0   4   43
giddey,josh       okl SG 54 1708  281  670  56 213  56   79  98  421  345  51 172  20  88   1   674   0   0   0  54 -299
gilgeous-alexan   okl PG 56 1944  477 1051  89 297 328  405  37  278  331  71 154  45 142   0  1371   0   0   0  56 -263
gill,anthony      was SF 44  463   62  109  14  26  42   52  33   85   27   5  18  11  58   0   180   0   0   0   0   60
gillespie,fredd   orl PF  9  120    9   22   0   1   3    7  13   36    5   3   6   9  18   0    21   0   0   0   2  -29
gobert,rudy       uta  C 66 2119  362  508   0   4 303  439 241  968   72  45 119 138 176   0  1027   0   0   0  66  417
goodwin,brandon   cle PG 36  501   64  154  19  55  24   38  14   67   91  25  37   1  39   0   171   0   0   0   5  -53
goodwin,jordan    was PG  2    6    0    3   0   1   0    0   0    1    0   0   0   0   1   0     0   0   0   0   0   -8
gordon,aaron      den SF 75 2372  434  834  87 260 171  230 124  438  188  44 133  44 148   1  1126   0   0   0  75  321
gordon,eric       hou SG 57 1669  268  564 124 301 105  135  15  112  154  28 107  18  63   0   765   0   0   0  46 -176
graham,devonte'   nor PG 76 2164  296  815 192 563 118  140  37  177  316  70 105  10  95   0   902   0   0   0  63   40
grant,jerami      det PF 47 1499  298  699  91 254 217  259  28  191  111  44  85  49 107   0   904   0   0   0  47 -219
gravett,hassani   orl PG  8  172   18   38  11  26   3    4   1   21   20   5   9   1  13   0    50   0   0   0   3   -2
green,danny       phi SG 62 1359  126  320 103 271  11   14  32  157   64  58  45  36 105   0   366   0   0   0  28   80
green,draymond    gsw PF 46 1329  135  257  16  54  60   91  45  336  320  64 139  49 136   1   346   0   0   0  44  190
green,jalen       hou SG 67 2142  406  954 157 458 188  236  33  227  176  43 135  18 103   0  1157   0   0   0  67 -519
green,jamychal    den PF 67 1087  159  328  33 124  81   93  82  282   59  43  57  26 158   0   432   0   0   0   8  -88
green,javonte     chi PG 65 1520  176  325  36 101  80   96  91  276   60  65  30  33 132   0   468   0   0   0  45   20
green,jeff        den SF 75 1850  277  529  53 168 165  198  42  232   96  29  71  28 151   2   772   0   0   0  63   59
green,josh        dal SF 67 1038  130  256  28  78  31   45  53  162   79  45  44  14 115   0   319   0   0   0   3   70
griffin,blake     bro  C 56  960  133  312  38 145  55   76  60  228  105  28  31  14  95   2   359   0   0   0  24  -94
grimes,quentin    nyk SG 46  791   95  235  72 189  13   19  24   94   44  30  27  11  72   0   275   0   0   0   6  -54
guy,kyle          mia PG 19  185   26   65  14  40   8   12   4   17   17   7  13   1  12   0    74   0   0   0   0  -48
hachimura,rui     was SF 42  945  187  381  55 123  46   66  25  160   48  23  33   9  53   0   475   0   0   0  13 -127
haliburton,tyre   ind SG 26  940  162  321  57 137  73   86  22  111  249  48  86  15  50   1   454   0   0   0  26 -101
haliburton,tyre   sac SG 51 1756  268  586 104 252  87  104  38  198  379  86 115  34  71   0   727   0   0   0  51 -226
haliburton,tyre   tot SG 77 2696  430  907 161 389 160  190  60  309  628 134 201  49 121   1  1181   0   0   0  77 -327
hall,tyler        nyk PG  1    2    0    0   0   0   0    0   0    0    0   0   0   0   0   0     0   0   0   0   0   -5
hampton,r.j.      orl PG 64 1403  175  457  64 183  75  117  23  194  158  42  87  13 101   0   489   0   0   0  14 -416
hardaway,tim      dal SF 42 1245  209  530 102 304  78  103  13  156   92  37  34   6  74   0   598   0   0   0  20   36
harden,james      bro SG 44 1626  292  706 102 307 304  350  42  351  447  55 212  31 105   0   990   0   0   0  44   23
harden,james      phi PG 21  793  115  286  46 141 166  186  13  149  220  27  72   5  48   0   442   0   0   0  21  150
harden,james      tot PG 65 2419  407  992 148 448 470  536  55  500  667  82 284  36 153   0  1432   0   0   0  65  173
harkless,moe      sac SF 47  861   83  181  31 101  20   28  12  112   23  29  31  24  77   0   217   0   0   0  24  -90
harper,jared      nor PG  5   43   14   26   5  12   4    4   2    2   14   4   2   1   5   0    37   0   0   0   0    7
harrell,montrez   cha  C 25  523  111  173   0   2  63   91  52  121   49  11  22  12  49   0   285   0   0   0   0   44
harrell,montrez   was  C 46 1115  247  383   4  15 151  207  96  310   96  18  50  30  87   1   649   0   0   0   3   41
harrell,montrez   tot  C 71 1638  358  556   4  17 214  298 148  431  145  29  72  42 136   1   934   0   0   0   3   85
harris,gary       orl SG 61 1733  240  553 116 302  83   95  36  122  108  59  60   9 112   2   679   0   0   0  30 -209
harris,joe        bro SF 14  418   56  124  41  88   5    6   5   56   14   8  16   2  31   0   158   0   0   0  14   18
harris,tobias     phi SF 73 2543  493 1022 101 275 170  202  77  496  251  47 115  43 164   2  1257   0   0   0  73  171
harrison,shaqui   bro PG  2   22    2    6   0   2   0    0   1    4    3   1   2   1   3   0     4   0   0   0   0   -4
hart,josh         nor PG 41 1374  195  386  42 130 116  154  53  318  168  45  81  11 118   1   548   0   0   0  40 -113
hart,josh         por PG 13  417   92  183  31  83  44   57   9   70   56  16  33   2  32   0   259   0   0   0  13  -85
hart,josh         tot PG 54 1791  287  569  73 213 160  211  62  388  224  61 114  13 150   1   807   0   0   0  53 -198
hartenstein,isa   lac PF 68 1219  229  366  14  30  91  132 118  332  160  50  83  77 167   2   563   0   0   0   0  169
haslem,udonis     mia PF 13   83   14   31   1   4   3    3   4   25    4   1   5   1  15   0    32   0   0   0   0  -15
hauser,sam        bos PF 26  161   23   50  19  44   0    0   5   29   10   1   2   2   7   0    65   0   0   0   0    1
hayes,jaxson      nor  C 70 1397  245  399  20  58 144  188 115  315   43  34  54  55 155   1   654   0   0   0  28   22
hayes,killian     det PG 66 1650  176  459  44 167  57   74  36  210  277  78 111  35 183   3   453   0   0   0  40 -367
hayward,gordon    cha SF 49 1564  283  617  86 220 126  149  38  224  177  47  81  22  85   0   778   0   0   0  48  -20
henry,aaron       phi SF  6   18    1    5   0   1   0    0   0    1    0   0   2   2   2   0     2   0   0   0   0  -20
hernangomez,gui   nor  C 50  843  170  326   4  12 109  141 143  337   63  21  51  19  97   0   453   0   0   0   8  -45
hernangomez,jua   bos PF 18   99    5   27   3  18   6    9   9   25    3   4   6   2   7   0    19   0   0   0   0  -38
hernangomez,jua   san PF  5   51    2    6   0   3   3    4   4   15    3   1   2   1   0   0     7   0   0   0   0   -2
hernangomez,jua   uta PF 17  298   37   73  21  48  10   21  15   60   14   9   8   7  18   0   105   0   0   0   9   35
hernangomez,jua   tot PF 40  448   44  106  24  69  19   34  28  100   20  14  16  10  25   0   131   0   0   0   9   -5
herro,tyler       mia PG 66 2154  501 1122 175 439 190  219  32  331  263  44 174   8  95   0  1367   0   0   0  10  240
hield,buddy       ind SG 26  924  181  405  80 221  31   35  23  132  124  24  63  10  71   0   473   0   0   0  26  -17
hield,buddy       sac SG 55 1572  265  692 182 495  80   92  43  221  105  48  90  15 113   0   792   0   0   0   6 -147
hield,buddy       tot SG 81 2496  446 1097 262 716 111  127  66  353  229  72 153  25 184   0  1265   0   0   0  32 -164
highsmith,haywo   mia SF 19  163   16   46   9  28   2    5  10   26    6   2   3   3  13   0    43   0   0   0   1  -37
hill,george       mil SG 54 1251  118  275  41 134  57   62  38  155  120  42  41   6  70   0   334   0   0   0  17  313
hill,malcolm      chi PF 16  168   19   44  10  31   7   10   9   29    7   3   3   2  17   0    55   0   0   0   0  -41
hill,malcom       atl SG  3   46    5    8   3   5   4    4   2    6    1   4   0   1   7   0    17   0   0   0   0   10
hill,solomon      atl SF 13  139    3   20   2  13   0    0   7   24   12   4   1   2  16   0     8   0   0   0   1   41
hinton,nate       ind SG  2    3    0    1   0   0   0    0   0    0    0   0   1   0   0   0     0   0   0   0   0    4
hoard,jaylen      okl PF  7  240   44   90   9  25   6   14  30   84   17   6   8   5  14   0   103   0   0   0   5  -87
holiday,aaron     pho PG 22  356   51  124  16  36  31   33  15   55   75  18  27   0  32   1   149   0   0   0   1   47
holiday,aaron     was PG 41  662  100  214  23  67  28   35   9   67   78  24  39   9  60   0   251   0   0   0  14  -86
holiday,aaron     tot PG 63 1018  151  338  39 103  59   68  24  122  153  42  66   9  92   1   400   0   0   0  15  -39
holiday,jrue      mil SG 67 2207  478  954 132 321 137  180  70  302  457 107 183  29 133   0  1225   0   0   0  64  426
holiday,justin    ind SG 49 1414  190  458 127 336  34   41  18  135   90  36  49  18 105   2   541   0   0   0  40  -96
holiday,justin    sac SG 25  640   71  204  50 146  16   21  11   55   38  21  21  15  49   0   208   0   0   0  25 -110
holiday,justin    tot SG 74 2054  261  662 177 482  50   62  29  190  128  57  70  33 154   2   749   0   0   0  65 -206
holmes,richaun    sac  C 45 1077  198  301   2   5  70   90  94  318   48  17  56  42 128   1   468   0   0   0  37 -136
hood,rodney       lac SF 13  129   12   26   6  11   4    5   2   10    8   3   4   2   4   0    34   0   0   0   0   27
hood,rodney       mil SF 39  581   46  131  24  80  13   14  13   67   30  12   7   4  27   0   129   0   0   0   0  -18
hood,rodney       tot SF 52  710   58  157  30  91  17   19  15   77   38  15  11   6  31   0   163   0   0   0   0    9
hopson,scotty     okl SF  1   18    2    4   0   1   0    0   0    1    1   0   2   0   1   0     4   0   0   0   0   -6
horford,al        bos  C 69 2007  266  569  89 265  80   95 107  529  232  49  65  92 130   0   701   0   0   0  69  386
horton-tucker,t   lal SF 60 1513  224  538  49 182 100  125  37  193  159  58  82  29 148   0   597   0   0   0  19  -90
house,danueljr    hou ?? 16  233   25   74  10  34  17   19   4   43   19   5  18   5  16   0    77   0   0   0   1  -20
house,danueljr    nyk SF  1    3    0    1   0   1   0    0   0    0    0   0   0   0   0   0     0   0   0   0   0    0
house,danueljr    uta SF 25  494   55  123  34  82  27   39  14   68   25  16  15  12  35   0   171   0   0   0   6   82
house,danueljr    tot SF 42  730   80  198  44 117  44   58  18  111   44  21  33  17  51   0   248   0   0   0   7   62
howard,dwight     lal  C 60  969  134  219   8  15  96  146 118  356   35  35  47  37 115   1   372   0   0   0  27 -128
howard,markus     den SG 31  178   39  101  28  70  20   23   2   12    7   9   7   0  17   0   126   0   0   0   0  -12
huerter,kevin     atl SG 74 2191  345  760 160 411  42   52  32  254  203  54  91  26 185   2   892   0   0   0  60  168
huff,jay          lal  C  4   20    0    3   0   2   0    0   1    4    1   1   1   1   1   0     0   0   0   0   0   15
hughes,elijah     por SG 22  324   32  108  15  67   4    6   4   41   16  10  10   7  32   0    83   0   0   0   3 -160
hughes,elijah     uta SG 14  112   15   36  10  28   3    3   2   17    6   4   7   1   7   0    43   0   0   0   1  -70
hughes,elijah     tot SG 36  436   47  144  25  95   7    9   6   58   22  14  17   8  39   0   126   0   0   0   4 -230
hunt,feron        nyk PF  2    9    0    2   0   0   0    0   1    1    1   1   1   0   1   0     0   0   0   0   0   -1
hunter,de'andre   atl SF 53 1580  254  575  74 195 127  166  26  176   67  37  69  21 155   0   709   0   0   0  52   28
hutchison,chand   pho SF  6   22    1    2   0   0   2    2   0    5    2   0   4   0   1   0     4   0   0   0   0   15
hyland,bones      den PG 69 1314  230  571 131 358 107  125  14  188  191  41  86  19 153   1   698   0   0   0   4   42
ibaka,serge       lac  C 35  541   94  192  24  62  20   29  40  150   36   7  33  26  56   0   232   0   0   0  10  -40
ibaka,serge       mil  C 19  340   54  104  13  37  12   15  22  100   13   4  10   7  46   1   133   0   0   0   2  -14
ibaka,serge       tot  C 54  881  148  296  37  99  32   44  62  250   49  11  43  33 102   1   365   0   0   0  12  -54
iguodala,andre    gsw SF 31  602   46  121  17  74  15   20  21  101  114  27  28  21  34   0   124   0   0   0   0  114
ingles,joe        uta SF 45 1121  115  285  78 225  17   22  12  132  158  23  46   5  82   0   325   0   0   0  15  186
ingram,brandon    nor SF 55 1868  453  982  74 226 266  322  35  320  307  34 151  25 119   0  1246   0   0   0  55  123
irving,kyrie      bro SG 29 1092  289  616 100 239 118  129  15  126  167  41  73  17  81   0   796   0   0   0  29  121
iwundu,wes        atl SF  3   82    8   18   3   5   3    4   3   13    0   1   1   0   8   0    22   0   0   0   1    0
jackson,frank     det SG 53 1162  194  483  86 279  86  104  19   87   55  27  38   8  89   2   560   0   0   0   7 -185
jackson,isaiah    ind PF 36  541  116  206   5  16  60   88  60  150   10  24  40  52  92   3   297   0   0   0  15  -39
jackson,jaren     mem PF 78 2131  430 1036 128 401 284  345 119  454   86  70 130 178 272   3  1272   0   0   0  78  361
jackson,josh      det SF 39  705  103  251  30 113  40   56  17  123   49  21  38  18  71   1   276   0   0   0   3 -138
jackson,josh      sac SF 12  123   17   49   3  17  15   21   4   18    5   5   9   4  17   0    52   0   0   0   0  -16
jackson,josh      tot SF 51  828  120  300  33 130  55   77  21  141   54  26  47  22  88   1   328   0   0   0   3 -154
jackson,justin    bos PF  1    2    0    1   0   0   2    2   0    0    0   0   0   0   0   0     2   0   0   0   0   -5
jackson,justin    pho PF  7   35    5   14   3   9   0    0   1    7    2   0   1   0   3   0    13   0   0   0   0   -8
jackson,justin    tot PF  8   37    5   15   3   9   2    2   1    7    2   0   1   0   3   0    15   0   0   0   0  -13
jackson,reggie    lac SG 75 2334  479 1222 167 512 138  163  39  271  359  54 173  16 159   0  1263   0   0   0  75  -70
james,lebron      lal PF 56 2085  640 1221 161 448 254  336  63  461  349  73 196  59 121   0  1695   0   0   0  56 -117
jarreau,dejon     ind SG  1    1    0    0   0   0   0    0   0    0    0   0   0   0   0   0     0   0   0   0   0    2
jeffries,daquan   mem SG  3    9    1    2   0   1   0    0   0    2    1   0   0   0   1   0     2   0   0   0   0   -3
jerome,ty         okl SG 48  800  124  328  54 186  36   45  19   78  109  30  37   5  73   0   338   0   0   0   4   -7
joe,isaiah        phi SG 55  614   62  177  45 135  29   31   6   56   35  14  19   3  47   0   198   0   0   0   1   23
johnson,alize     chi SF 16  121   12   22   0   1   4    7  16   36    8   3   8   0  15   0    28   0   0   0   0  -61
johnson,alize     nor PF  4   29    3   10   0   0   3    4   7   13    1   2   1   0   3   0     9   0   0   0   0   21
johnson,alize     was PF  3   18    2    6   0   2   0    1   5   12    0   0   3   0   0   0     4   0   0   0   0   -5
johnson,alize     tot PF 23  168   17   38   0   3   7   12  28   61    9   5  12   0  18   0    41   0   0   0   0  -45
johnson,bj        orl SG  4   64   11   25   4  10   0    0   6   15    0   0   0   1   4   0    26   0   0   0   0  -12
johnson,cameron   pho SF 66 1727  279  607 166 391  98  114  42  272   99  57  48  16 113   0   822   0   0   0  16  219
johnson,david     tor SG  2    3    0    1   0   1   0    0   0    0    0   0   0   0   0   0     0   0   0   0   0   -2
johnson,jalen     atl SF 22  122   22   41   3  13   5    7   2   26    3   3   9   2   9   0    52   0   0   0   0  -19
johnson,james     bro PF 62 1193  144  306  23  85  29   55  51  215  130  30  48  34 162   4   340   0   0   0  10  -59
johnson,joe       bos SF  1    2    1    1   0   0   0    0   0    0    0   0   0   0   0   0     2   0   0   0   0   -5
johnson,keldon    san SF 75 2389  471 1011 159 399 177  234  80  457  158  57  92  15 148   0  1278   0   0   0  74   75
johnson,keon      lac SF 15  135   17   51   3  11  16   21   6   21   13   7   7   2  21   0    53   0   0   0   0   -8
johnson,keon      por SG 22  560   79  220  31  89  25   30  18   60   62  21  39  10  48   0   214   0   0   0  12 -279
johnson,keon      tot SG 37  695   96  271  34 100  41   51  24   81   75  28  46  12  69   0   267   0   0   0  12 -287
johnson,stanley   lal SF 48 1095  117  251  33 105  53   74  34  155   80  44  35  15 109   1   320   0   0   0  27  -49
johnson,tyler     phi SG  3   38    4   10   3   7   0    0   1    6    2   1   1   1   4   0    11   0   0   0   0    9
johnson,tyler     san SG  3   53    2   10   2   6   0    0   2    6    5   2   1   2   3   0     6   0   0   0   0  -15
johnson,tyler     tot SG  6   91    6   20   5  13   0    0   3   12    7   3   2   3   7   0    17   0   0   0   0   -6
jokic,nikola      den  C 74 2474  764 1311  97 288 379  468 205 1017  584 108 280  65 191   0  2004   0   0   0  74  442
jones,carlik      dal PG  3   19    0    7   0   1   2    2   1    3    5   1   3   0   0   0     2   0   0   0   0  -16
jones,carlik      den PG  2    4    1    2   0   0   0    0   0    0    0   0   0   0   0   0     2   0   0   0   0   -4
jones,carlik      tot PG  5   23    1    9   0   1   2    2   1    3    5   1   3   0   0   0     4   0   0   0   0  -20
jones,damian      sac  C 56 1016  175  266  10  29  94  131  75  246   69  26  59  47 130   1   454   0   0   0  15 -174
jones,derrick     chi SG 51  901  105  195  20  61  56   70  60  170   30  25  30  34 105   2   286   0   0   0   8   41
jones,herbert     nor SF 78 2334  274  576  57 169 137  163  98  296  167 130 101  60 238   5   742   0   0   0  69   68
jones,jemerrio    lal SF  2   15    2    3   0   0   0    0   2    3    0   1   0   0   2   0     4   0   0   0   0  -13
jones,kai         cha  C 21   64    9   14   1   2   3    8   4   12    4   1   6   2   8   0    22   0   0   0   0  -14
jones,mason       lal SG  4   51    7   15   1   4  12   15   1   10    4   2   1   0   8   0    27   0   0   0   0   23
jones,tre         san PG 69 1150  166  339  10  51  71   91  29  155  233  42  45   7  78   1   413   0   0   0  11  -16
jones,tyus        mem PG 73 1548  249  552  80 205  54   66  17  175  323  65  46   2  32   0   632   0   0   0  23  255
jordan,deandre    lal  C 32  411   60   89   0   0  12   26  51  172   13  10  21  26  50   0   132   0   0   0  19 -108
jordan,deandre    phi  C 16  214   32   54   0   0  10   14  32   92    8   2  16   9  21   0    74   0   0   0   1  -39
jordan,deandre    tot  C 48  625   92  143   0   0  22   40  83  264   21  12  37  35  71   0   206   0   0   0  20 -147
joseph,cory       det PG 65 1599  178  400  65 157 100  113  29  174  237  42  85  17 147   1   521   0   0   0  39 -204
kalaitzakis,geo   mil SF  9   48    5   11   2   4   4    9   4    8    0   1   4   1   8   0    16   0   0   0   0  -49
kalaitzakis,geor  okl SF  4  166   26   56   8  22  10   21   2   13   12  10  16   1  11   0    70   0   0   0   4  -85
kaminsky,frank    pho  C  9  182   36   66   5  15  18   20  11   41   13   8   5   7  14   0    95   0   0   0   0   39
kanter,enes       bos  C 35  412   51   97   2   5  24   28  61  161    8   4  20  14  42   0   128   0   0   0   1   70
kennard,luke      lac SG 70 1916  287  639 190 423  69   77  20  230  146  42  60   6 101   0   833   0   0   0  13  183
key,braxton       det PF  9  190   32   70   6  20   7   13  12   49   10  10   9  12  25   1    77   0   0   0   0   32
key,braxton       phi SF  2    6    1    2   0   1   0    0   1    2    1   1   2   0   1   0     2   0   0   0   0   -5
key,braxton       tot SF 11  196   33   72   6  21   7   13  13   51   11  11  11  12  26   1    79   0   0   0   0   27
king,george       dal SF  4   19    0    5   0   4   1    2   0    5    0   0   1   0   4   0     1   0   0   0   0  -27
king,louis        sac PF 10  105   15   47   8  27   7   10   0   12    9   2   0   1  14   0    45   0   0   0   0  -29
kispert,corey     was SF 77 1804  234  514 112 320  54   62  53  208   85  34  50  22  93   0   634   0   0   0  36   38
kleber,maxi       dal PF 59 1449  141  354  83 255  46   65  70  350   68  30  47  58 137   0   411   0   0   0  21  120
knight,brandon    dal PG  5   65   10   25   4  17   8    8   0    8    8   1   4   0   5   0    32   0   0   0   0   -6
knight,nathan     min  C 37  270   45   88   4  13  44   60  32   85   22   7  18   8  42   1   138   0   0   0   2   22
knox,kevin        atl SF 17  111   16   45   5  26   9   12   6   22    7   2   2   1  14   0    46   0   0   0   0  -24
knox,kevin        nyk SF 13  111   15   40  10  28   7   10   8   22    3   2   5   1   5   0    47   0   0   0   0  -46
knox,kevin        tot SF 30  222   31   85  15  54  16   22  14   44   10   4   7   2  19   0    93   0   0   0   0  -70
konchar,john      mem SG 72 1293  135  262  52 126  27   49  87  329  109  48  29  22  90   0   349   0   0   0   7   92
korkmaz,furkan    phi SG 67 1416  182  470  77 266  68   84  22  175  127  33  49   9  58   0   509   0   0   0  19   31
kornet,luke       bos  C 12   85   12   21   0   4   2    3  10   25    8   4   0   2   7   0    26   0   0   0   0    8
kornet,luke       cle SG  2   15    1    5   0   1   2    3   2    3    1   0   0   1   1   0     4   0   0   0   0   20
kornet,luke       mil  C  1    3    0    1   0   0   0    0   1    1    0   0   0   0   1   0     0   0   0   0   0   -6
kornet,luke       tot  C 15  103   13   27   0   5   4    6  13   29    9   4   0   3   9   0    30   0   0   0   0   22
krejci,vit        okl PG 30  689   68  167  32  98  19   22  18  101   57  19  29   8  65   0   187   0   0   0   8 -179
kulboka,arnolda   cha SF  2    6    0    1   0   1   0    0   0    0    0   0   0   0   1   0     0   0   0   0   0  -12
kuminga,jonatha   gsw SF 70 1184  236  460  50 149 130  190  54  234   64  31  74  22 146   2   652   0   0   0  12   35
kuzma,kyle        was SF 66 2208  423  936 128 375 156  219  70  562  233  42 168  58 128   0  1130   0   0   0  66 -281
lamb,anthony      san SF  2    8    0    2   0   2   0    0   0    1    2   0   0   0   0   0     0   0   0   0   0    5
lamb,jeremy       ind SG 39  616   85  228  39 117  67   80  15   95   51  22  24  14  44   0   276   0   0   0   0   44
lamb,jeremy       sac SG 17  322   48  119  16  53  22   26  11   60   30   8  13   8  15   0   134   0   0   0   0  -23
lamb,jeremy       tot SG 56  938  133  347  55 170  89  106  26  155   81  30  37  22  59   0   410   0   0   0   0   21
landale,jock      san  C 54  590  101  204  29  89  34   41  63  138   45   9  31  14  53   0   265   0   0   0   1  -17
langford,romeo    bos SG 44  731   79  184  29  83  20   34  29  103   19  21  16  16  46   0   207   0   0   0   5   -8
langford,romeo    san SG  4   43    4    7   0   2   3    8   0    4    2   1   0   0   1   0    11   0   0   0   0   13
langford,romeo    tot SG 48  774   83  191  29  85  23   42  29  107   21  22  16  16  47   0   218   0   0   0   5    5
lavine,zach       chi SG 67 2327  565 1185 185 475 320  375  22  310  303  41 171  23 120   0  1635   0   0   0  67  -26
layman,jake       min SF 34  230   30   73   8  35  13   18   6   36    9   7  10   5  12   0    81   0   0   0   1  -11
lee,damion        gsw SG 63 1257  169  383  63 187  66   75  27  201   63  39  38   6  95   0   467   0   0   0   5   93
lee,saben         det PG 37  605   69  177  14  60  56   71  18   86  107  35  36  11  44   0   208   0   0   0   0  -80
len,alex          sac  C 39  623   94  176   6  21  41   63  52  161   45  14  43  26 100   1   235   0   0   0  10  -76
levert,caris      cle SG 19  567  101  232  21  67  35   47  13   64   75  16  33   5  40   0   258   0   0   0  10  -43
levert,caris      ind SG 39 1215  278  622  61 189 111  146  29  149  173  35  74  18  91   1   728   0   0   0  39  -19
levert,caris      tot SG 58 1782  379  854  82 256 146  193  42  213  248  51 107  23 131   1   986   0   0   0  49  -62
lewis,kira        nor PG 24  341   59  146  13  58  10   12   8   38   49  11  26   1  17   0   141   0   0   0   0 -107
lewis,scottie     cha SG  2    6    0    0   0   0   1    2   0    0    1   1   0   0   0   0     1   0   0   0   0   -4
lillard,damian    por PG 29 1055  222  552  92 284 159  181  13  120  212  17  83  11  37   0   695   0   0   0  29  -30
little,nassir     por SF 42 1089  145  315  51 154  69   94  58  236   54  24  40  36  82   0   410   0   0   0  23  -23
livers,isaiah     det SF 19  384   41   90  27  64  12   14  15   57   22  13  15   7  37   0   121   0   0   0   5  -10
looney,kevon      gsw  C 82 1730  208  364   0   1  75  125 208  595  165  48  67  52 215   2   491   0   0   0  80  166
lopez,brook       mil  C 13  298   61  131  19  53  20   23  19   53    6   8  12  15  34   0   161   0   0   0  11   -7
lopez,robin       orl  C 36  610  110  199   2   6  32   54  68  126   54   2  44  18  67   1   254   0   0   0   9  -65
louzada,didi      nor SF  2    7    0    3   0   3   0    0   2    2    1   0   0   0   0   0     0   0   0   0   0   -4
louzada,didi      por SG  7  122   12   30   9  20   2    2   3   15    4   2   5   2  13   0    35   0   0   0   1  -77
louzada,didi      tot SG  9  129   12   33   9  23   2    2   5   17    5   2   5   2  13   0    35   0   0   0   1  -81
love,kevin        cle PF 74 1667  327  761 187 477 166  198  87  537  160  26  98  18 101   0  1007   0   0   0   4   93
lowry,kyle        mia PG 63 2130  276  627 144 382 148  174  33  282  474  67 168  17 177   1   844   0   0   0  63  250
lundberg,gabriel  pho SF  4   44    5   19   3   8   0    0   2    7   11   3   3   0   7   0    13   0   0   0   0   19
luwawu-cabarrot   atl SF 52  684   74  186  44 122  35   41  17   82   40  18  20   7  76   0   227   0   0   0  18  -51
lyles,trey        det PF 51  990  175  384  44 146 138  176  60  244   58  21  54  26  91   0   532   0   0   0   3 -160
lyles,trey        sac PF 24  547   87  178  23  63  57   67  29  135   30   7  19   6  32   0   254   0   0   0  20  -70
lyles,trey        tot PF 75 1537  262  562  67 209 195  243  89  379   88  28  73  32 123   0   786   0   0   0  23 -230
maledon,theo      okl PG 51  909  119  317  44 150  79  100  20  131  111  31  65  11  67   0   361   0   0   0   7 -200
mamukelashvili,   mil  C 41  407   57  115  22  52  18   22  35   82   22   9  15   9  28   0   154   0   0   0   3 -145
mann,terance      lac SF 81 2316  334  689  76 208 128  164 103  424  209  55  84  21 178   1   872   0   0   0  33   68
mann,tre          okl SG 60 1366  231  588  98 272  65   82  25  171   91  47  71  12 102   1   625   0   0   0  26 -278
marjanovic,boba   dal  C 23  130   42   70   1   4  13   22   8   39    3   0  15   3  24   0    98   0   0   0   0   35
markkanen,lauri   cle PF 61 1880  313  703 136 380 138  159  59  344   81  46  54  31 130   3   900   0   0   0  61  172
marshall,naji     nor SF 55  735  109  269  21 105  74   93  38  142   62  32  46   8  69   1   313   0   0   0   4  -49
martin,caleb      mia SF 60 1372  208  410  64 155  71   93  70  230   64  58  52  30 104   0   551   0   0   0  12  157
martin,cody       cha SF 71 1867  204  423  61 159  75  107  82  285  180  89  61  31 116   1   544   0   0   0  11  -25
martin,kelan      bos SF  3    6    0    3   0   1   0    0   1    2    0   0   0   0   0   0     0   0   0   0   0   -8
martin,kelan      ind SF 27  442   70  168  22  74   9   13  16   53   21  12  14   9  36   0   171   0   0   0   1  -45
martin,kelan      tot SF 30  448   70  171  22  75   9   13  17   55   21  12  14   9  36   0   171   0   0   0   1  -53
martin,kj         hou SF 79 1657  279  522  60 167  78  123  81  298  101  34  60  40 113   1   696   0   0   0   2 -238
mathews,garriso   hou SG 66 1749  190  471 144 395 146  185  34  193   64  58  41  24 173   0   670   0   0   0  33 -204
mathias,dakota    mem SG  6   18    2    6   2   6   0    0   0    2    1   1   0   0   1   0     6   0   0   0   0  -11
