Player           Team PS GP  Min  FGM  FGA  3M  3A FTM  FTA  OR   TR   AS  ST  TO  BK  PF  DQ   PTS  TC  EJ  FF Sta +/-
thompson,travis   ind  C  4   66   13   24   0   0   3    8   7   18    2   0   4   2   7   0    29   0   0   0   0  -16
thompson,tristan  chi  C 23  372   52   92   0   2  26   48  41  109   14  12  12   7  39   0   130   0   0   0   3    4
thompson,tristan  sac ?? 30  453   76  151   1   1  32   60  72  161   18  11  29  12  52   0   185   0   0   0   3  -53
thompson,tristan  tot ?? 53  825  128  243   1   3  58  108 113  270   32  23  41  19  91   0   315   0   0   0   6  -49
thor,jt           cha PF 33  260   24   55   7  27  12   20  11   43   19   8  10  11  26   0    67   0   0   0   0   -7
thybulle,matiss   phi SG 66 1685  150  300  45 144  34   43  43  152   75 115  39  70 158   1   379   0   0   0  50   87
tillie,killian    mem  C 36  461   43  127  27  86   5    8  21   60   22  23  13  15  58   0   118   0   0   0   3   29
tillman,xavier    mem PF 53  700   98  216  10  49  46   71  66  161   62  50  34  15  63   0   252   0   0   0   2  -26
todd,isaiah       was PF 12   74    7   26   4  16   2    6   3   12    4   4   4   2   4   0    20   0   0   0   0  -24
toppin,obi        nyk SF 72 1232  251  473  52 169  94  124  69  268   77  25  56  33 102   0   648   0   0   0  10  165
toscano-anderso   gsw SF 73 1000  115  235  28  87  40   70  28  178  127  48  68  18 115   0   298   0   0   0   6   47
towns,karl-anth   min  C 74 2474  642 1213 150 367 384  467 195  729  269  73 226  83 267   5  1818   0   0   0  74  275
trent,gary        tor SG 70 2448  450 1086 209 545 174  204  26  190  141 125  71  18 144   1  1283   0   0   0  69  172
tucker,p.j.       mia PF 71 1985  207  428  80 193  45   61 100  385  149  58  66  15 161   0   539   0   0   0  70  230
tucker,rayjon     den SG  3   30    1    2   1   2   3    4   1    4    4   1   0   0   3   0     6   0   0   0   0    3
tucker,rayjon     mil SG  2   41    5    7   3   3   2    3   2    4    6   3   1   0   2   0    15   0   0   0   0   -5
tucker,rayjon     tot SG  5   71    6    9   4   5   5    7   3    8   10   4   1   0   5   0    21   0   0   0   0   -2
turner,myles      ind PF 42 1240  200  394  61 184  79  105  65  297   44  28  54 118 119   0   540   0   0   0  42  -14
valanciunas,jon   nor  C 74 2236  510  937  57 158 237  289 226  843  190  42 180  60 247   4  1314   0   0   0  74   67
valentine,denze   cle SG 22  205   23   62  18  44   0    0   9   38   11   7  10   0  17   0    64   0   0   0   0  -25
valentine,denze   uta SG  2   19    2    4   1   3   0    0   0    4    0   1   2   0   3   0     5   0   0   0   0   -2
valentine,denze   tot SG 24  224   25   66  19  47   0    0   9   42   11   8  12   0  20   0    69   0   0   0   0  -27
vanderbilt,jarr   min PF 74 1883  212  361   2  14  86  131 216  625   94  99  73  46 181   4   512   0   0   0  67  163
vanvleet,fred     tor PG 65 2462  442 1097 242 642 194  222  44  288  434 111 170  35 162   0  1320   0   0   0  65  212
vassell,devin     san SG 71 1936  326  764 137 380  83   99  44  306  136  75  58  42 143   0   872   0   0   0  32   32
vincent,gabe      mia PG 68 1590  214  513 119 323  44   54  22  127  210  61  98  12 158   2   591   0   0   0  27   99
vucevic,nikola    chi  C 73 2420  546 1154 104 331  92  121 142  803  237  71 136  70 181   2  1288   0   0   0  73  -52
wade,dean         cle PF 51  983   99  217  51 142  20   30  31  150   52  30  15   7  88   0   269   0   0   0  28   37
wagner,franz      orl SF 79 2427  456  975  96 270 189  219  84  356  231  69 119  33 164   1  1197   0   0   0  79 -243
wagner,moritz     orl  C 63  960  197  396  66 201 104  129  42  232   87  20  56  14 123   0   564   0   0   0   3 -150
wainright,ish     pho SF 45  361   41  104  19  59   7   12  27   54   15  20  13   6  49   1   108   0   0   0   0   39
walker,kemba      nyk PG 37  947  149  370  73 199  60   71  14  111  131  27  48   7  37   1   431   0   0   0  37 -182
walker,lonnie     san SG 70 1612  311  764 111 353 116  148  18  180  152  44  72  19  98   0   849   0   0   0   6  -80
walker,mj         pho SG  2    9    0    4   0   2   0    0   0    1    1   3   0   0   1   0     0   0   0   0   0   -3
wallace,tyrone    nor SG  6   75    7   20   2   8   1    5   0    8    1   3   2   1   7   0    17   0   0   0   0  -18
walton,derrick    det PG  3  108    6   26   3  13   4    4   2   10   21   6  11   4   8   0    19   0   0   0   3   -3
wanamaker,brad    ind SG 22  292   26   72   4  17  20   22   5   34   48   5  23   6  42   0    76   0   0   0   1  -56
wanamaker,brad    was PG  1   27    2    5   0   0   3    3   0    5    7   2   0   0   3   0     7   0   0   0   1   12
wanamaker,brad    tot PG 23  319   28   77   4  17  23   25   5   39   55   7  23   6  45   0    83   0   0   0   2  -44
washington,duan   ind PG 48  970  173  427  81 215  46   61   5   84   85  26  57   3  66   0   473   0   0   0   7 -125
washington,pj     cha PF 65 1766  250  534 110 301  58   81  83  338  147  57  82  61 152   1   668   0   0   0  28  141
watanabe,yuta     tor SF 38  443   56  138  27  79  24   40  18   91   21  13  19  16  38   0   163   0   0   0   4  -54
waters,lindy      okl SF 25  468   71  175  53 146   4    5   6   73   24  19  11   8  31   0   199   0   0   0   1  -39
waters,tremont    tor PG  2   42    3   12   2   9   0    0   0    4    7   4   4   0   2   0     8   0   0   0   0  -23
waters,tremont    was PG  1    8    1    2   0   0   0    0   0    0    0   1   0   0   2   0     2   0   0   0   0    4
waters,tremont    tot PG  3   50    4   14   2   9   0    0   0    4    7   5   4   0   4   0    10   0   0   0   0  -19
watford,trendon   por SF 48  869  142  267   9  38  71   94  57  199   81  26  44  28 116   2   364   0   0   0  10 -350
watson,paul       okl SF  9  156   12   35   6  26   1    2   3   27    8   3   4   3  10   0    31   0   0   0   3  -56
weatherspoon,qu   gsw SG 11   73   12   21   1   5   5    5   2   14    5   1   3   1  15   0    30   0   0   0   0  -10
westbrook,russe   lal PG 78 2680  548 1232  79 265 266  399 109  578  550  75 294  20 235   2  1441   0   0   0  78 -211
white,coby        chi SG 61 1676  279  644 136 353  78   91  17  182  176  30  70  11 137   1   772   0   0   0  17  -34
white,derrick     bos SG 26  715   94  230  34 111  64   75  13   87   92  14  31  16  56   0   286   0   0   0   4  170
white,derrick     san SG 49 1488  243  570  81 258 139  160  25  173  273  50  87  42 116   0   706   0   0   0  48   32
white,derrick     tot SG 75 2203  337  800 115 369 203  235  38  260  365  64 118  58 172   0   992   0   0   0  52  202
whiteside,hassa   uta  C 65 1163  215  330   0   0 104  167 166  494   26  22  53 103 179   2   534   0   0   0   8  230
wieskamp,joe      san SG 30  206   20   56  14  43   7   13   4   14    9   4   2   3  15   0    61   0   0   0   0    0
wiggins,aaron     okl SF 50 1212  156  337  42 138  62   85  51  178   68  30  54   9  93   0   416   0   0   0  35 -235
wiggins,andrew    gsw SF 73 2334  475 1019 157 399 149  235  84  324  161  77 111  51 158   1  1256   0   0   0  73  265
wigginton,lindel  mil PG 19  203   26   61   9  26  19   35   3   25   23   6  12   1  17   0    80   0   0   0   0  -47
williams,brandon  por PG 24  640  105  282  31 106  68   97  19   74   94  24  58  10  52   0   309   0   0   0  16 -272
williams,grant    bos SF 77 1881  205  432 106 258  86   95  64  274   79  38  62  57 186   1   602   0   0   0  21  145
williams,kenric   okl SF 49 1074  146  317  41 121  30   55  75  220  108  44  46  10  81   0   363   0   0   0   0   25
williams,lou      atl SG 56  804  125  320  37 102  67   78  15   85  105  29  43   3  48   0   354   0   0   0   0   15
williams,patric   chi SF 17  422   54  102  15  29  30   41  17   69   15   9  16   9  28   0   153   0   0   0   9  -56
williams,robert   bos  C 61 1804  271  368   0   1  65   90 239  589  121  57  63 133 137   0   607   0   0   0  61  370
williams,ziaire   mem SF 62 1344  191  424  76 242  43   55  26  129   65  36  41  11 113   0   501   0   0   0  31  122
wilson,dj         tor SF  4   54   11   15   0   2   8   10   1   16    5   4   2   1   6   0    30   0   0   0   1  -16
windler,dylan     cle SF 50  463   37   98  21  70  15   18  21   89   34  14  17   3  47   0   110   0   0   0   0  -11
winslow,justise   lac PF 37  479   63  141   5  29  25   41  30  132   52  21  37  18  46   0   156   0   0   0   1   38
winslow,justise   por SF 11  294   47  116  10  37  14   25  20   69   32  14  12   7  21   0   118   0   0   0  10  -10
winslow,justise   tot SF 48  773  110  257  15  66  39   66  50  201   84  35  49  25  67   0   274   0   0   0  11   28
winston,cassius   was PG  7   39    4   11   2   6   4    4   0    1    7   0   3   0   9   0    14   0   0   0   0   -6
wood,christian    hou  C 68 2093  440  879 131 336 207  332 111  688  155  53 126  66 171   0  1218   0   0   0  67 -406
woodard,robert    sac SF 12   42    2   16   1   4   2    2   5   11    3   1   1   1   3   0     7   0   0   0   0   15
wright,delon      atl SG 77 1457  122  269  44 116  54   63  50  220  188  93  45  20  56   0   342   0   0   0   8   60
wright,mckinley   min PG  5   18    2    3   1   2   0    0   0    0    3   0   1   0   1   0     5   0   0   0   0   -7
wright,moses      dal SF  3   13    1    4   0   1   3    3   1    3    1   0   0   1   0   0     5   0   0   0   0   -8
wright,moses      lac PF  1    1    0    0   0   0   0    0   0    0    1   0   0   0   0   0     0   0   0   0   0    1
wright,moses      tot PF  4   14    1    4   0   1   3    3   1    3    2   0   0   1   0   0     5   0   0   0   0   -7
york,gabe         ind SG  2   21    2    7   1   6   3    5   0    2    4   2   1   1   4   0     8   0   0   0   0   -4
young,thaddeus    san PF 26  370   74  129   0   5  10   22  40   94   59  22  30   8  38   0   158   0   0   0   1  -28
young,thaddeus    tor PF 26  473   67  144  17  43  13   27  39  114   45  31  22  11  43   0   164   0   0   0   0   50
young,thaddeus    tot PF 52  843  141  273  17  48  23   49  79  208  104  53  52  19  81   0   322   0   0   0   1   22
young,trae        atl PG 76 2648  711 1544 233 611 500  553  50  284  738  72 303   7 128   0  2155   0   0   0  76  159
yurtseven,omer    mia  C 56  707  130  247   1  11  38   61  85  294   50  17  41  20  84   1   299   0   0   0  12   63
zeller,cody       por  C 27  356   51   90   0   4  38   49  49  124   22   8  18   6  56   0   140   0   0   0   0  -28
zubac,ivica       lac  C 76 1851  310  495   0   0 165  227 217  643  120  37 113  77 203   1   785   0   0   0  76 -130
